Hobarton,43.070522,-94.2821877,IA
Lawler,43.0705301,-92.1501723,IA
Galway,43.0706295,-74.069573,NY
Saratoga Springs,43.0708333,-73.7875,NY
Tonawanda East,43.0711684,-78.7705891,NY
Manlius,43.0711783,-75.8888033,NY
Arlington,43.0711885,-73.1345506,VT
Epping,43.0714741,-71.0603382,NH
Kittery,43.0714778,-70.7269969,NH
Ilion,43.0717366,-75.0590471,NY
Lassellsville,43.0717382,-74.5737535,NY
Middle Grove,43.0717409,-73.9884597,NY
Portsmouth,43.0717552,-70.7625532,NH
Hospers,43.0719269,-95.9044607,IA
Blue Mounds,43.0722172,-89.7856786,WI
Thorold,43.0722222,-79.2233333,ON
Oppenheim,43.0722932,-74.6926462,NY
Kittery,43.0723112,-70.7161635,NH
West Henrietta,43.0725624,-77.6600021,NY
Lassellsville,43.0725718,-74.5068068,NY
Townshend,43.0725787,-72.649815,VT
Jefferson,43.0727787,-88.8623285,WI
Cedar Springs SW,43.0728031,-85.6850351,MI
Macedon,43.072841,-77.3611,NY
Stoddard,43.0728575,-72.0184154,NH
Madison West,43.0730517,-89.4012302,WI
Millboro,43.0730603,-99.9690076,SD
Galway,43.0731198,-74.1170553,NY
Deering,43.0731364,-71.8445228,NH
Barneveld,43.0733288,-89.9817903,WI
Flushing,43.0733333,-83.7605556,MI
Coopersville,43.0733549,-85.987269,MI
Utica West,43.073403,-75.2876661,NY
Owosso North,43.0736376,-84.1674721,MI
Oakfield,43.0736702,-78.3355767,NY
Vernon,43.0736798,-75.5982354,NY
Gloversville,43.0736839,-74.3095794,NY
Saratoga Springs,43.0738889,-73.8277778,NY
Waukesha,43.0738991,-88.1981476,WI
Townshend,43.0739673,-72.7348171,VT
Deering,43.0739698,-71.8131332,NH
Hanford,43.0741321,-93.1415905,IA
Flint North,43.0741667,-83.6694444,MI
Newark,43.0741667,-77.0383333,NY
Brockway,43.074471,-82.7654837,MI
Hartland,43.0747312,-88.3309284,WI
Shushan,43.0747992,-73.3123325,NY
Arlington,43.0747996,-73.1539955,VT
Marne,43.0750232,-85.8386523,MI
Newark,43.0750637,-77.0755284,NY
Manlius,43.0750671,-75.9518617,NY
Giard,43.0752604,-91.3301346,IA
Manlius,43.0753448,-75.9910302,NY
Oneida,43.0753457,-75.7068507,NY
Portsmouth,43.0753664,-70.7553308,NH
Rockford,43.0755822,-85.6091987,MI
Quaker Springs,43.0758333,-73.7161111,NY
Portsmouth,43.0759216,-70.7750537,NH
Slim Butte,43.0760921,-102.8207338,SD
Cottage Grove,43.0761082,-89.1995593,WI
