Summer Shade,36.9253341,-85.6416361,KY
Renfrow,36.9255822,-97.6558845,OK
Creelsboro,36.925621,-85.1685686,KY
Mill Springs,36.9256295,-84.7616099,KY
Nolansburg,36.9256464,-83.1637832,KY
Little Creek,36.9257028,-76.2268831,VA
Fort Mitchell,36.925981,-78.4416625,VA
Birmingham Point,36.926166,-88.2178083,KY
Heidrick,36.9262003,-83.9885402,KY
Little Creek,36.9262583,-76.2152161,VA
Raynor,36.9262606,-76.7702368,VA
Little Creek,36.9263889,-76.2397222,VA
Willow Springs South,36.9267226,-91.9576515,MO
Republican Grove,36.9268057,-79.0961281,VA
Conner Lake,36.9268076,-78.8344528,VA
Madera,36.9268909,-120.0446051,CA
Lewisburg,36.9269879,-86.9386082,KY
Wickliffe,36.9269985,-89.0600668,KY
Coeburn,36.9270474,-82.4320939,VA
Beverly,36.9273098,-83.6193597,KY
Appalachia,36.9273179,-82.8121055,VA
Saint Paul,36.9273261,-82.3623679,VA
Lebanon,36.9273306,-82.0981873,VA
Broadford,36.9273371,-81.6726164,VA
Highlandville,36.9281118,-93.3279644,MO
Benham,36.9281474,-82.9654405,KY
Norton,36.9281545,-82.6657135,VA
Norton,36.9281548,-82.6540466,VA
Saint Paul,36.9281606,-82.2784744,VA
Carbo,36.9284391,-82.2262495,VA
Carbo,36.9284398,-82.1943033,VA
Penhook,36.928475,-79.6380854,VA
Watsonville East,36.9285636,-121.7052259,CA
La Plata,36.928612,-108.1903539,NM
Allegre,36.9286542,-87.2172226,KY
Elva,36.9286684,-88.4736541,KY
Bowring,36.928684,-96.0352615,OK
Norfolk North,36.9287586,-76.3127199,VA
Wyatt,36.9289419,-89.1792376,MO
Frazer,36.9289641,-84.6907751,KY
Blackrock,36.9291002,-118.2334309,CA
Pleasant Green Hill,36.9292118,-87.5272286,KY
Williamsville,36.9292197,-90.5251148,MO
Clines Island,36.9294955,-89.8478654,MO
Wickliffe,36.929498,-89.117291,MO
Creelsboro,36.929509,-85.2038475,KY
Lamasco,36.92965,-87.98427,KY
Chittenden,36.9296736,-121.547997,CA
Hail,36.9298013,-84.4829942,KY
Max Meadows,36.9298431,-80.9409136,VA
Saxe,36.9298661,-78.6633353,VA
Madera,36.9299466,-120.0265489,CA
Watsonville West,36.9299525,-121.7902296,CA
Little Creek,36.93,-76.2480556,VA
Little Creek,36.93,-76.2380556,VA
Dulce,36.9300107,-106.936982,NM
Birmingham Point,36.930055,-88.2200306,KY
Chadwick,36.9300552,-93.0568447,MO
Vanzant,36.9300558,-92.3226612,MO
Lovelaceville,36.93027,-88.83815,KY
Lewisburg,36.9303211,-86.8874967,KY
Beverly,36.9303653,-83.5326905,KY
Warfield,36.9304263,-77.8102736,VA
Norton,36.9306548,-82.6543243,VA
Carbo,36.9306633,-82.1351337,VA
Fosters Falls,36.9306773,-80.836186,VA
Verona,36.9308935,-93.8454821,MO
Madera,36.9310577,-120.1065523,CA
Gregg,36.9310591,-119.8815418,CA
Norfolk North,36.9313889,-76.2602778,VA
Brushyknob,36.9314446,-92.3909961,MO
Hurley,36.9314462,-93.4990821,MO
Fosters Falls,36.9315113,-80.7520149,VA
Little Creek,36.9315361,-76.2327167,VA
Little Creek,36.9315361,-76.2057713,VA
Crockett,36.9317857,-81.2264867,VA
Little Creek,36.9318139,-76.2391057,VA
Sweden,36.9319998,-92.5765554,MO
Mill Springs,36.932018,-84.7791106,KY
Hail,36.932302,-84.4471603,KY
Monero,36.9325119,-106.8169817,NM
Vox,36.9325844,-84.2235456,KY
Highlandville,36.9328335,-93.2804626,MO
Briensburg,36.9328336,-88.3064234,KY
Monett,36.932839,-93.9232626,MO
Norfolk North,36.932925,-76.2535508,VA
Danieltown,36.9329264,-77.9400002,VA
Peckham,36.9330865,-97.1375401,OK
Big Spring,36.9331078,-90.9215141,MO
Edmonton,36.933113,-85.5763567,KY
Pierce City,36.933119,-94.0946568,MO
Crockett,36.9331749,-81.1681496,VA
Picher,36.9334023,-94.8730095,OK
Norton,36.933433,-82.6290459,VA
Briensburg,36.9336,-88.27901,KY
Dulce,36.9336211,-106.9989265,NM
Pleasant Green Hill,36.9336571,-87.5991749,KY
Gregg,36.9338357,-119.9829358,CA
Norfolk North,36.9341667,-76.2680556,VA
Allegre,36.93421,-87.1561106,KY
Glasgow South,36.9342178,-85.919422,KY
Ellsinore,36.9342189,-90.7467876,MO
Tipton Ford,36.9345088,-94.4716104,MO
Watsonville West,36.9346747,-121.767173,CA
Chaiyahi Rim NE,36.9347197,-110.7762482,AZ
Vox,36.9347874,-84.1300435,KY
Nathalie,36.9348619,-78.9472347,VA
Pittsville,36.9348654,-79.4986394,VA
Danieltown,36.9348708,-77.9788904,VA
Republican Grove,36.9351391,-79.0122369,VA
Watsonville West,36.9352303,-121.7730065,CA
Benns Church,36.9352778,-76.5052778,VA
Coeburn,36.9353803,-82.4818188,VA
Wytheville,36.9353976,-81.0731435,VA
Elva,36.93555,-88.40737,KY
Wappapello,36.9356086,-90.270939,MO
Mountain View,36.935611,-91.6754212,MO
Corbin,36.9356432,-84.0813203,KY
Appalachia,36.935651,-82.8262723,VA
Crockett,36.9356747,-81.2050965,VA
Cherry Hill,36.9357051,-77.5497071,VA
Nolansburg,36.9359243,-83.2126746,KY
Jamestown,36.9361778,-85.1049555,KY
Gretna,36.9362514,-79.3108564,VA
Sharon Grove,36.9364327,-87.0541649,KY
Birmingham Point,36.9364439,-88.2250307,KY
Elk Garden,36.9364998,-81.9665144,VA
Watsonville West,36.9366187,-121.8646774,CA
Ellsinore,36.9367192,-90.6392846,MO
Burnside,36.9367448,-84.5374395,KY
Wise,36.9367672,-82.5904336,VA
Norfolk North,36.9368139,-76.2674403,VA
Little Creek,36.9368139,-76.2452172,VA
Vox,36.9368221,-84.1938825,KY
Cedar Hill,36.9369472,-107.8903431,NM
Elkhart South,36.9372449,-101.9748913,OK
Grainola,36.9372594,-96.6505782,OK
Puxico,36.9372749,-90.2001027,MO
Conner Lake,36.9373635,-78.8194523,VA
Lovelaceville,36.93748,-88.85343,KY
Norfolk North,36.9375,-76.2502778,VA
Dulce,36.9377889,-106.891704,NM
Wise,36.9378794,-82.5340431,VA
Coeburn,36.9378806,-82.4620956,VA
Floyd,36.9379107,-80.3131042,VA
Endicott,36.9379122,-80.2203226,VA
Little Creek,36.9379249,-76.2268831,VA
Benns Church,36.9379264,-76.5860642,VA
Bullfrog Mountain,36.9379988,-116.8933955,NV
Gretna,36.9381955,-79.2825223,VA
Goodhope,36.938388,-92.8107265,MO
Wappapello,36.9389419,-90.2881619,MO
Little Creek,36.939036,-76.2354945,VA
Montier,36.9392218,-91.6020856,MO
Hiwassee,36.9392893,-80.7361807,VA
Sussex,36.9395944,-77.2846944,VA
Ava,36.9397768,-92.7471136,MO
Fount,36.9398108,-83.8432564,KY
Max Meadows,36.9398433,-80.8847995,VA
Gladehill,36.939863,-79.7672536,VA
Lucas,36.9400478,-86.0710934,KY
Birmingham Point,36.9400551,-88.2283641,KY
Wise,36.9401004,-82.5948782,VA
Republican Grove,36.9401392,-79.1214067,VA
Norfolk North,36.9401472,-76.2727183,VA
Bowling Green South,36.9403197,-86.4199908,KY
Rural Retreat,36.9403963,-81.2739896,VA
San Felipe,36.9405058,-121.4104904,CA
Chatham Hill,36.9406709,-81.5737259,VA
Selmore,36.9408885,-93.166848,MO
Benns Church,36.9409817,-76.5371736,VA
Corbin,36.9411998,-84.0396527,KY
Lovelaceville,36.94128,-88.85107,KY
Lewisburg,36.94135,-86.90701,KY
Peckham,36.9414189,-97.2280976,OK
Wise,36.9414892,-82.6007116,VA
Polkville,36.9417094,-86.3288778,KY
Granby,36.9417317,-94.2696618,MO
Norton,36.9417662,-82.6434907,VA
