Webster Groves,38.5028308,-90.2803928,MO
Glenwood,38.5028643,-82.1443096,WV
Port Tobacco,38.5028994,-77.0527535,MD
Lancaster,38.5031038,-87.8164189,IL
Hughesville,38.503178,-76.8205235,MD
Quantico,38.5032,-77.3741,VA
Ironton,38.5034142,-82.6471057,OH
Kitts Hill,38.5034142,-82.5832148,OH
Sissonville,38.5034266,-81.6459604,WV
Sacramento West,38.5035181,-121.5599566,CA
Read,38.5035763,-112.9841225,UT
Washington West,38.5036624,-91.1195927,MO
Eureka,38.5036646,-90.6759615,MO
Orangeburg,38.5036877,-83.6774173,KY
Sharptown,38.503727,-75.7282654,MD
Hughesville,38.5037336,-76.8030229,MD
Somerville,38.5037351,-77.5063732,VA
Fiddletown,38.5037966,-120.7554891,CA
Cazadero,38.503802,-123.0272224,CA
Hughesville,38.5040115,-76.7638549,MD
Marysvale Canyon,38.5041415,-112.2577034,UT
Ionia,38.5041861,-93.3240955,MO
Berryville,38.5042163,-87.9708667,IL
Bancroft,38.5042571,-81.8465216,WV
Kettle,38.5042626,-81.4759561,WV
Benedict,38.5042894,-76.6607942,MD
Somerville,38.5042907,-77.5155401,VA
Galatea,38.5044481,-103.0246479,CO
Everett,38.5044578,-94.4271726,MO
Ironton,38.5045252,-82.6415501,OH
Little Birch,38.5045487,-80.6770392,WV
La Plata,38.5045661,-76.984696,MD
Hughesville,38.5045667,-76.8402465,MD
Guerneville,38.5046345,-122.9266626,CA
Guerneville,38.5046346,-122.9402743,CA
Pershing,38.5047677,-91.6087772,MO
Sharptown,38.5048381,-75.7427105,MD
Paola East,38.505015,-94.808016,KS
Salem,38.5050598,-86.0169186,IN
Hughesville,38.5051223,-76.8241347,MD
Hughesville,38.5051226,-76.7521878,MD
Saint Helena,38.5051866,-122.4702578,CA
Guerneville,38.50519,-122.9199956,CA
Marysvale Canyon,38.5052526,-112.2593702,UT
Somerville,38.5053,-77.5345,VA
Rawley Springs,38.5054005,-79.0564216,VA
Broadway,38.5054007,-78.7689126,VA
Hoisington,38.5055672,-98.7753617,KS
Paola East,38.5055705,-94.8657957,KS
Bancroft,38.505646,-81.8409658,WV
Port Tobacco,38.5056772,-77.0060856,MD
Herold,38.5059363,-80.8025997,WV
Somerville,38.5061,-77.5582,VA
South Boston,38.5061716,-85.939416,IN
Hudson,38.5062326,-76.2566118,MD
Somerville,38.5062353,-77.5638751,VA
Luning,38.5063121,-118.1815111,NV
Pomona,38.5064024,-95.425812,KS
Osage City,38.506426,-92.0710133,MO
Orchardville,38.5064369,-88.6503317,IL
Athalia,38.5064731,-82.2984823,WV
Newton,38.5064873,-81.2459496,WV
La Plata,38.5065106,-76.9633064,MD
Hughesville,38.506511,-76.8716364,MD
Benedict,38.5065115,-76.6446823,MD
La Plata,38.5067885,-76.954695,MD
Americus,38.506956,-96.2619425,KS
Lyndon,38.5069575,-95.6377619,KS
Rhodesdale,38.5070612,-75.8302123,MD
Hughesville,38.507067,-76.7510767,MD
Prince Frederick,38.5073448,-76.5580111,MD
Joplin,38.5074,-77.376,VA
Somerville,38.5075,-77.567,VA
Bethany Beach,38.507612,-75.0593477,DE
Guerneville,38.5076904,-122.964442,CA
Worthville,38.5078437,-85.0538412,KY
Skelt,38.5078865,-80.3445238,WV
Prince Frederick,38.5079004,-76.6232923,MD
Lake Berryessa,38.5079635,-122.2033077,CA
Guerneville,38.5079678,-122.9244402,CA
Green Ridge South,38.5080745,-93.4229861,MO
Loose Creek,38.5080955,-91.9573996,MO
Cazadero,38.5082463,-123.0366672,CA
Pershing,38.5083796,-91.5584975,MO
Webster Groves,38.5083865,-90.3228941,MO
Henryville,38.5083952,-85.8046891,IN
Laurel,38.5084488,-75.5696472,DE
Manchester,38.5086649,-90.6026256,MO
Benedict,38.5087337,-76.6621832,MD
Pyrmont,38.5089101,-93.0196444,MO
Centralia West,38.5089381,-89.1406267,IL
Somerville,38.5091,-77.5741,VA
Healdsburg,38.509109,-122.751803,CA
Tollesboro,38.5092431,-83.5326907,KY
Benedict,38.5092892,-76.6796841,MD
Benedict,38.5092892,-76.6621832,MD
Bancroft,38.5095347,-81.8398547,WV
Sissonville,38.5095359,-81.7473519,WV
Bethany Beach,38.5095563,-75.0529585,DE
Remington,38.5095696,-77.7977709,VA
Prince Frederick,38.5098447,-76.62107,MD
California South,38.5100281,-92.5246328,MO
Breese,38.5100492,-89.619536,IL
Sardis,38.5100939,-83.9016802,KY
Hughesville,38.5101224,-76.7663551,MD
Castleton,38.5101247,-78.0077752,VA
Sacramento East,38.5101848,-121.4752324,CA
Koosharem,38.5102559,-111.8813011,UT
Sacramento East,38.510298,-121.455365,CA
Rusk,38.5103314,-86.7986069,IN
Hughesville,38.5104002,-76.7766331,MD
Brandy Station,38.5106803,-77.9877748,VA
Guerneville,38.5107461,-122.9805539,CA
Orangeburg,38.5109098,-83.7029738,KY
Charters,38.5109098,-83.4851892,KY
Bethany Beach,38.5109457,-75.1046274,DE
Port Tobacco,38.5109547,-77.0296973,MD
Saint Helena,38.5110197,-122.459702,CA
Iona,38.5111587,-87.4708535,IN
Orchardville,38.511159,-88.7086665,IL
Washington West,38.5111628,-91.0462563,MO
Tollesboro,38.5111876,-83.5926926,KY
Sissonville,38.5112044,-81.6370713,WV
Rhodesdale,38.511227,-75.7543775,MD
Sugar Grove,38.5112322,-79.3217073,WV
Guerneville,38.5113011,-122.9277738,CA
Bahner,38.5114093,-93.1335359,MO
Livonia,38.5114458,-86.3655399,IN
Sharptown,38.5115047,-75.7227096,MD
Church Creek,38.51151,-76.220222,MD
Brandy Station,38.5115136,-77.9663854,VA
Russellville,38.511696,-92.4401869,MO
New Haven,38.5117175,-91.1740394,MO
La Plata,38.5117883,-76.9541394,MD
Remington,38.5117916,-77.8558276,VA
Cloverdale Ranch,38.5118706,-117.6184368,NV
Mason,38.512016,-84.5010531,KY
Benedict,38.5120669,-76.6507938,MD
Guerneville,38.512135,-122.9838874,CA
Prince Frederick,38.5123447,-76.5677339,MD
Holyrood,38.5125105,-98.3953448,KS
Sardis,38.51257,-83.96253,KY
Quantico,38.5126,-77.3644,VA
Hughesville,38.5126223,-76.771633,MD
Castleton,38.5126247,-78.0649984,VA
Salida West,38.5127752,-106.0772384,CO
Ironton,38.5128585,-82.6821069,KY
Strange Creek,38.5128786,-80.9534376,WV
Saint Francisville,38.5131032,-87.7419727,IL
Kirkwood,38.5131094,-90.4359532,MO
Prince Frederick,38.5131781,-76.6202367,MD
Caldor,38.5132418,-120.4843685,CA
Guerneville,38.5132452,-122.9049949,CA
Salida East,38.5133305,-105.9700122,CO
Crawford,38.5133425,-98.0350521,KS
Lorraine,38.5133432,-98.2683947,KS
Rantoul,38.5133478,-95.028023,KS
Castleton,38.5134581,-78.0977768,VA
