Malvern,40.1072,-75.5171,PA
Millard,40.1072556,-92.546025,MO
Lansing,40.1072933,-80.8411992,OH
Norristown,40.1073,-75.36,PA
Beverly,40.1073326,-74.9523901,PA
Beverly,40.1073326,-74.901555,PA
Columbus,40.1073339,-74.6307126,NJ
Plain City,40.1075615,-83.2674165,OH
Newark,40.1075639,-82.4857137,OH
Frankford,40.1076,-75.0979,PA
Beverly,40.1076104,-74.9162778,PA
Bristol,40.1076104,-74.8651649,PA
Anderson South,40.1078198,-85.664976,IN
Dillsburg,40.1078699,-77.0527562,PA
Norristown,40.1078866,-75.3196267,PA
Norristown,40.1078868,-75.3129596,PA
Columbus,40.1078882,-74.7437719,NJ
Lakewood,40.1078927,-74.2073653,NJ
Point Pleasant,40.1078931,-74.0565263,NJ
Briceland,40.1079215,-123.900031,CA
Anderson South,40.1080968,-85.7171989,IN
Fannettsburg,40.1081421,-77.7883271,PA
Norristown,40.1081646,-75.3110151,PA
Norristown,40.1082,-75.3571,PA
Keenesburg,40.1083158,-104.5199585,CO
Pawnee City,40.1083334,-96.1544512,NE
Salem,40.1083348,-95.6338749,NE
Laredo,40.1083483,-93.4824384,MO
Urbana West,40.1083912,-83.7524298,OH
Valley Forge,40.1084,-75.3994,PA
Wheeling,40.1084055,-80.7100808,OH
Columbia West,40.1084289,-76.533022,PA
Malvern,40.1084385,-75.5118593,PA
Valley Forge,40.1084407,-75.3962975,PA
Norristown,40.108443,-75.2746242,PA
Germantown,40.1084435,-75.2129549,PA
Beverly,40.1084437,-74.8812766,PA
Bristol,40.1084437,-74.784051,NJ
Lansing,40.1086824,-80.8228649,OH
Ellsworth,40.1086832,-80.031442,PA
Valley Forge,40.1087,-75.4087,PA
Hillsboro,40.1089287,-87.1855649,IN
Anderson South,40.108931,-85.6571981,IN
Dickinson,40.1089782,-77.3516511,PA
Dickinson,40.1089785,-77.2838725,PA
Norristown,40.109,-75.3283,PA
Fort Lupton,40.1091497,-104.7624697,CO
Camp Point,40.1092135,-91.0176357,IL
Seven Springs,40.1092401,-79.3147559,PA
Malvern,40.1092716,-75.5276937,PA
Plain City,40.1094444,-83.2758333,OH
Diller,40.1094471,-96.9350288,NE
Urbana West,40.1095016,-83.8379878,OH
Connellsville,40.109517,-79.5661499,PA
Beverly,40.1095548,-74.9651683,PA
Keenesburg,40.1097048,-104.5655162,CO
Boulder,40.1097078,-105.3583262,CO
Saint Clairsville,40.1097222,-80.9063889,OH
Browning,40.1097421,-93.1304852,MO
Anderson South,40.1097633,-85.7271991,IN
Saint Clairsville,40.1097919,-80.9975969,OH
Valley Forge,40.1098,-75.4825,PA
Dillsburg,40.1098143,-77.0441448,PA
Columbia West,40.109818,-76.5032996,PA
New Holland,40.1098202,-76.0066124,PA
New Egypt,40.109834,-74.6179343,NJ
Norristown,40.1099,-75.3002,PA
Lofgreen,40.1099463,-112.3507839,UT
Gold Hill,40.1099857,-105.4786084,CO
Darlington,40.1100401,-86.7719507,IN
Amity,40.1100719,-80.1747806,PA
Fayette City,40.1100729,-79.8514349,PA
New Holland,40.1100978,-76.0327246,PA
Valley Forge,40.1101076,-75.3796297,PA
Germantown,40.1101101,-75.2443449,PA
Germantown,40.1101102,-75.1446191,PA
Somerset,40.1103542,-79.0689168,PA
Roxbury,40.1103653,-77.6619347,PA
Twain,40.110444,-121.084682,CA
Beverly,40.1105,-74.9351,PA
Big Lake,40.1105524,-95.2896996,MO
Urbana,40.1105875,-88.2072697,IL
Saint Clairsville,40.1106261,-80.9056472,OH
Central City,40.1106341,-78.8019657,PA
Wagontown,40.1106552,-75.849659,PA
Valley Forge,40.1106625,-75.4196318,PA
McFall,40.1108327,-94.2232868,MO
Greenville East,40.1108824,-84.5407862,OH
Pleasant Hill,40.1108846,-84.2782792,OH
Dillsburg,40.1109255,-77.034978,PA
York Haven,40.1109277,-76.7158012,PA
Anderson South,40.1111534,-85.6477536,IN
Jersey,40.1111744,-82.7046149,OH
Beverly,40.1112214,-74.9862801,PA
Frankford,40.1114,-75.1045,PA
Gettysburg,40.1114383,-84.4952293,OH
Honey Brook,40.1114871,-75.9774442,PA
Norristown,40.1114986,-75.2715684,PA
Norristown,40.1116,-75.3703,PA
Ford City,40.1116622,-94.4646797,MO
Saint Joseph,40.1117007,-88.0417048,IL
Plumwood,40.1117271,-83.3904759,OH
Bethesda,40.1117363,-81.0192646,OH
Claysville,40.1117397,-80.4614566,PA
Frankford,40.1117769,-75.1096178,PA
Frankford,40.111777,-75.0546158,PA
Lakehurst,40.1117808,-74.3426477,NJ
Wilsonville,40.1119506,-100.107078,NE
Ellsworth,40.1120165,-80.0172747,PA
Connellsville,40.1120171,-79.6061506,PA
Shippensburg,40.1120324,-77.5819328,PA
Point Pleasant,40.1120594,-74.1090283,NJ
Greenville East,40.1122715,-84.5174522,OH
Malvern,40.1123257,-75.5918644,PA
Jonesville,40.1123821,-121.4671946,CA
Frederick,40.1124839,-104.9366436,CO
Valley Forge,40.1125,-75.4759,PA
Middletown,40.112543,-85.5969195,IN
California,40.1125723,-79.9503277,PA
Donegal,40.112573,-79.3825351,PA
Germantown,40.1126101,-75.1696199,PA
Frankford,40.1126102,-75.0782278,PA
Whitesville,40.11277,-94.7496887,MO
Pleasant Hill,40.1128284,-84.3596702,OH
Ellsworth,40.1128497,-80.1083892,PA
California,40.1128504,-79.8886586,PA
Connellsville,40.1128505,-79.6008727,PA
Valley Forge,40.1128854,-75.3771294,PA
Valley Forge,40.113,-75.4871,PA
Bolckow,40.1130481,-94.8221907,MO
Bondville,40.1130874,-88.3125527,IL
Veedersburg,40.1130947,-87.2625101,IN
Connellsville,40.1131282,-79.5853169,PA
Bondville,40.1133655,-88.3694996,IL
Saint Joseph,40.1133665,-88.1103198,IL
Saint Joseph,40.1133667,-88.0903187,IL
Homer,40.1133683,-87.9211433,IL
Danville SW,40.1133695,-87.7447467,IL
Valley Forge,40.1134,-75.3852,PA
Dresden,40.1134022,-82.0081917,OH
Dickinson,40.1134225,-77.3349843,PA
Norristown,40.1134427,-75.2843468,PA
Germantown,40.1134434,-75.1973987,PA
Norristown,40.1136,-75.2936,PA
Saint Joseph,40.1136454,-88.0189257,IL
