Blacksburg North,35.2495716,-81.5887041,NC
Rivermont,35.249608,-77.5774684,NC
Russellville West,35.2500844,-93.1296187,AR
Kinston,35.2501636,-77.5813575,NC
Grasshopper Creek,35.2503481,-85.1010654,TN
Earle,35.2503658,-90.386767,AR
Barling,35.2503711,-94.3185459,AR
Morrow Mountain,35.2504218,-80.0806132,NC
Judsonia,35.2506406,-91.7362488,AR
Pisgah Forest,35.2506702,-82.6748458,NC
Derita,35.2506977,-80.8236819,NC
Charleston,35.2509064,-84.7907753,TN
Letona,35.2509178,-91.8445854,AR
Barling,35.2509265,-94.3174348,AR
Pisgah Forest,35.2509474,-82.7031797,NC
Tilton,35.2511982,-91.0934551,AR
Calhoun,35.251462,-84.6279906,TN
Brunswick,35.2514764,-89.7742502,TN
Pisgah Forest,35.2515028,-82.7145688,NC
Barney,35.2517499,-92.2068171,AR
Locke,35.2517545,-90.0553686,TN
Pisgah Forest,35.2517818,-82.6481786,NC
McCrory,35.2520314,-91.1548456,AR
Central,35.252032,-90.9337286,AR
Rutherfordton South,35.2523413,-81.9059388,NC
Cloud Chief,35.2525543,-98.843127,OK
Tellico Plains,35.2525754,-84.3735356,TN
Stigler West,35.252597,-95.237467,OK
Mount Holly,35.2526389,-81.0878538,NC
Ernul,35.2526614,-77.079671,NC
Edison,35.2527389,-118.8514873,CA
Lamont,35.252739,-118.8959329,CA
Lamont,35.252739,-118.8795435,CA
Kingman Airport,35.2527739,-113.9718931,AZ
Muldrow SW,35.2528741,-94.6685563,OK
Shelby,35.252905,-81.5923153,NC
Harrisburg,35.2529208,-80.7342359,NC
Parks,35.2530665,-111.9384966,AZ
Mill Spring,35.2531698,-82.1970584,NC
Mount Holly,35.2531953,-81.0222967,NC
Derita,35.2531984,-80.7617363,NC
Birchwood,35.2534057,-84.9013357,TN
Pisgah Forest,35.2534477,-82.6840127,NC
Kingman Airport,35.253646,-113.984951,AZ
Charleston,35.2536842,-84.7888308,TN
Burrow Cove,35.2536912,-85.799141,TN
Milledgeville,35.2536918,-88.3094828,TN
Stigler East,35.253708,-95.1230169,OK
Greens Creek,35.2539875,-83.2820937,NC
